epoch,train_loss,valid_loss
1,1.2613,1.0203
2,0.9626,0.9972
3,0.9558,0.9714
4,0.9395,1.0093
5,0.9269,0.9785
6,0.9213,0.9648
7,0.9197,0.9874
8,0.9097,0.9627
9,0.9132,0.9897
10,0.9109,0.9633
11,0.9043,0.9543
12,0.8965,0.9519
13,0.9063,0.9417
14,0.8858,0.9429
15,0.8932,0.9601
16,0.9045,0.9339
17,0.8924,0.9739
18,0.8934,0.9566
19,0.9034,0.9364
20,0.8900,0.9419
21,0.8886,0.9360
22,0.8850,0.9552
23,0.8822,0.9154
24,0.8934,0.9332
25,0.8900,0.9122
26,0.8863,0.9351
27,0.9040,0.9293
28,0.8904,0.9408
29,0.8879,0.9341
30,0.8953,0.9525
31,0.8882,0.9285
32,0.8896,0.9244
33,0.9122,0.9206
34,0.8947,0.9590
35,0.8840,0.9569
36,0.8933,0.9294
37,0.8850,0.9296
38,0.8793,0.9178
39,0.8782,0.9294
40,0.8947,0.9285
41,0.8808,0.9191
42,0.8817,0.9397
43,0.8737,0.9248
44,0.8764,0.9516
45,0.8865,0.9326
46,0.8917,0.9132
47,0.8880,0.9661
48,0.8857,0.9319
