epoch,train_loss,valid_loss
1,1.1846,1.0150
2,0.9541,0.9659
3,0.9340,0.9733
4,0.9191,0.9686
5,0.9395,0.9372
6,0.9122,0.9496
7,0.9062,0.9441
8,0.9195,0.9356
9,0.9087,0.9513
10,0.9009,0.9384
11,0.9132,0.9635
12,0.9007,0.9359
13,0.9048,0.9225
14,0.9010,0.9257
15,0.9008,0.9576
16,0.9042,0.9084
17,0.9036,0.9383
18,0.8988,0.9263
19,0.8895,0.9216
20,0.8858,0.9335
21,0.9018,0.9086
22,0.8928,0.9204
23,0.8984,0.9420
24,0.9007,0.9234
25,0.8934,0.9417
26,0.8915,0.9100
27,0.8838,0.9118
28,0.8863,0.8980
29,0.8897,0.9198
30,0.8917,0.9056
31,0.8907,0.9006
32,0.8844,0.8840
33,0.8916,0.9124
34,0.8910,0.9068
35,0.8968,0.9119
36,0.8905,0.9052
37,0.8917,0.9016
38,0.8851,0.8951
39,0.8894,0.9310
40,0.8855,0.9164
41,0.8761,0.9166
42,0.8915,0.9103
43,0.8839,0.9100
44,0.8812,0.9045
45,0.8941,0.8937
46,0.8765,0.9153
47,0.8783,0.9022
48,0.8913,0.8874
49,0.8918,0.9110
50,0.8789,0.9055
51,0.8837,0.8982
52,0.8964,0.9022
53,0.8886,0.9081
54,0.8800,0.8916
55,0.8845,0.9036
56,0.8798,0.9166
57,0.8905,0.9241
58,0.8874,0.9054
59,0.8809,0.9007
60,0.8801,0.9041
61,0.8871,0.8949
62,0.8900,0.8929
63,0.8807,0.8928
64,0.8907,0.8973
65,0.8905,0.8971
66,0.8848,0.8948
67,0.8784,0.8955
68,0.8702,0.8919
69,0.8715,0.8928
70,0.8727,0.8913
71,0.8781,0.8846
72,0.8744,0.8934
73,0.8833,0.8941
74,0.8894,0.8973
75,0.8831,0.8918
76,0.8822,0.8894
77,0.8725,0.9049
78,0.8787,0.8842
79,0.8737,0.8974
80,0.8746,0.8924
81,0.8727,0.8979
82,0.8752,0.9016
83,0.8703,0.8891
84,0.8823,0.8945
85,0.8873,0.8992
85,0.8791,0.8911
86,0.8704,0.8877
86,0.8835,0.8960
87,0.8863,0.8854
88,0.8681,0.8888
89,0.8718,0.8800
90,0.8724,0.8884
91,0.8719,0.8891
92,0.8786,0.8932
93,0.8755,0.8926
94,0.8736,0.8890
95,0.8754,0.8928
