epoch,train_loss,valid_loss
1,0.7210,0.6759
2,0.5614,0.6671
3,0.5450,0.6634
4,0.5434,0.6618
5,0.5444,0.6566
6,0.5397,0.6552
7,0.5395,0.6600
8,0.5355,0.6556
9,0.5345,0.6529
10,0.5336,0.6543
11,0.5323,0.6524
12,0.5322,0.6521
13,0.5372,0.6530
14,0.5368,0.6544
15,0.5325,0.6633
16,0.5301,0.6545
17,0.5319,0.6534
18,0.5353,0.6510
19,0.5345,0.6524
20,0.5362,0.6538
21,0.5349,0.6556
22,0.5336,0.6526
23,0.5349,0.6523
24,0.5318,0.6527
25,0.5307,0.6514
26,0.5300,0.6604
27,0.5308,0.6520
28,0.5303,0.6540
29,0.5292,0.6522
30,0.5280,0.6515
31,0.5308,0.6495
32,0.5291,0.6484
33,0.5318,0.6509
34,0.5316,0.6480
35,0.5322,0.6529
36,0.5307,0.6511
37,0.5300,0.6535
38,0.5289,0.6493
39,0.5305,0.6544
40,0.5299,0.6511
41,0.5292,0.6567
42,0.5322,0.6502
43,0.5293,0.6602
44,0.5299,0.6520
45,0.5286,0.6484
46,0.5323,0.6529
47,0.5278,0.6493
48,0.5277,0.6555
49,0.5295,0.6493
50,0.5345,0.6516
51,0.5290,0.6512
52,0.5343,0.6519
53,0.5275,0.6487
54,0.5309,0.6501
55,0.5267,0.6509
56,0.5269,0.6538
57,0.5301,0.6500
58,0.5261,0.6551
