epoch,train_loss,valid_loss
1,0.7229,0.6774
2,0.5609,0.6615
3,0.5492,0.6619
4,0.5443,0.6561
5,0.5427,0.6549
6,0.5404,0.6593
7,0.5331,0.6543
8,0.5420,0.6489
9,0.5396,0.6528
10,0.5333,0.6527
11,0.5336,0.6605
12,0.5342,0.6515
13,0.5326,0.6496
14,0.5354,0.6519
15,0.5323,0.6466
16,0.5311,0.6466
17,0.5345,0.6460
18,0.5335,0.6475
19,0.5343,0.6482
20,0.5331,0.6478
21,0.5349,0.6492
22,0.5320,0.6458
23,0.5321,0.6450
24,0.5292,0.6451
25,0.5335,0.6500
26,0.5304,0.6446
27,0.5319,0.6468
28,0.5307,0.6454
29,0.5310,0.6460
30,0.5341,0.6457
31,0.5318,0.6438
32,0.5346,0.6436
33,0.5319,0.6459
34,0.5304,0.6436
35,0.5318,0.6475
36,0.5310,0.6458
37,0.5321,0.6442
38,0.5287,0.6449
39,0.5325,0.6447
40,0.5315,0.6429
41,0.5327,0.6433
42,0.5313,0.6443
43,0.5301,0.6438
44,0.5314,0.6458
45,0.5308,0.6439
46,0.5308,0.6424
47,0.5316,0.6442
48,0.5305,0.6442
49,0.5286,0.6438
50,0.5291,0.6424
51,0.5283,0.6432
52,0.5337,0.6441
53,0.5300,0.6427
54,0.5294,0.6435
55,0.5276,0.6458
56,0.5289,0.6435
57,0.5288,0.6431
58,0.5296,0.6429
59,0.5311,0.6423
60,0.5308,0.6444
61,0.5259,0.6417
62,0.5271,0.6433
63,0.5292,0.6445
64,0.5300,0.6446
65,0.5273,0.6427
66,0.5316,0.6442
67,0.5292,0.6447
68,0.5237,0.6442
69,0.5337,0.6471
70,0.5360,0.6465
71,0.5335,0.6481
72,0.5356,0.6476
73,0.5290,0.6451
74,0.5316,0.6512
75,0.5340,0.6480
76,0.5348,0.6443
77,0.5315,0.6451
78,0.5337,0.6443
79,0.5300,0.6473
80,0.5302,0.6432
81,0.5309,0.6438
82,0.5296,0.6434
83,0.5298,0.6459
84,0.5326,0.6451
85,0.5290,0.6469
86,0.5308,0.6446
87,0.5284,0.6455
88,0.5280,0.6419
88,0.5277,0.6439
89,0.5279,0.6425
89,0.5283,0.6427
90,0.5240,0.6422
90,0.5258,0.6430
91,0.5287,0.6417
92,0.5301,0.6412
93,0.5261,0.6423
94,0.5253,0.6419
95,0.5277,0.6405
96,0.5269,0.6421
97,0.5246,0.6422
98,0.5300,0.6408
99,0.5312,0.6411
100,0.5291,0.6421
101,0.5256,0.6421
101,0.5280,0.6408
102,0.5277,0.6427
102,0.5291,0.6407
103,0.5275,0.6449
103,0.5286,0.6413
