epoch,train_loss,valid_loss
1,0.7213,0.6764
2,0.5619,0.6639
3,0.5523,0.6613
4,0.5465,0.6564
5,0.5434,0.6539
6,0.5390,0.6526
7,0.5412,0.6584
8,0.5348,0.6525
9,0.5385,0.6565
10,0.5361,0.6508
12,0.5365,0.6482
13,0.5370,0.6470
14,0.5383,0.6465
15,0.5353,0.6496
16,0.5340,0.6491
17,0.5350,0.6472
18,0.5365,0.6460
19,0.5313,0.6445
20,0.5336,0.6467
21,0.5358,0.6460
22,0.5314,0.6482
23,0.5313,0.6464
24,0.5308,0.6467
25,0.5322,0.6457
26,0.5327,0.6450
27,0.5298,0.6470
28,0.5311,0.6454
29,0.5318,0.6452
30,0.5315,0.6483
31,0.5310,0.6440
32,0.5336,0.6446
33,0.5320,0.6442
34,0.5360,0.6450
35,0.5327,0.6452
36,0.5290,0.6449
37,0.5279,0.6451
38,0.5293,0.6447
39,0.5291,0.6458
40,0.5300,0.6441
41,0.5307,0.6467
42,0.5308,0.6457
43,0.5322,0.6472
44,0.5243,0.6457
45,0.5298,0.6453
46,0.5276,0.6453
47,0.5304,0.6457
48,0.5310,0.6452
49,0.5298,0.6461
50,0.5261,0.6448
51,0.5325,0.6420
52,0.5290,0.6419
53,0.5324,0.6438
54,0.5286,0.6485
55,0.5290,0.6430
56,0.5266,0.6452
57,0.5302,0.6440
58,0.5338,0.6429
59,0.5307,0.6443
60,0.5310,0.6446
61,0.5300,0.6469
62,0.5319,0.6431
63,0.5316,0.6463
64,0.5331,0.6453
65,0.5300,0.6423
66,0.5285,0.6433
67,0.5322,0.6425
68,0.5286,0.6464
69,0.5277,0.6440
70,0.5262,0.6440
71,0.5307,0.6414
72,0.5282,0.6422
73,0.5344,0.6428
74,0.5292,0.6448
75,0.5286,0.6430
76,0.5287,0.6443
77,0.5289,0.6421
78,0.5268,0.6444
79,0.5306,0.6441
80,0.5298,0.6424
81,0.5287,0.6432
82,0.5318,0.6443
83,0.5279,0.6467
84,0.5256,0.6436
85,0.5276,0.6422
86,0.5295,0.6430
87,0.5277,0.6429
88,0.5277,0.6435
89,0.5298,0.6436
90,0.5292,0.6434
91,0.5309,0.6463
92,0.5301,0.6446
93,0.5311,0.6448
94,0.5296,0.6454
95,0.5271,0.6448
96,0.5296,0.6446
97,0.5303,0.6465
98,0.5309,0.6432
99,0.5279,0.6454
100,0.5329,0.6451
101,0.5311,0.6438
102,0.5274,0.6432
103,0.5283,0.6439
104,0.5292,0.6452
105,0.5312,0.6460
106,0.5325,0.6453
107,0.5280,0.6426
108,0.5313,0.6469
109,0.5274,0.6440
110,0.5273,0.6439
111,0.5321,0.6456
112,0.5317,0.6449
113,0.5329,0.6489
114,0.5286,0.6414
115,0.5265,0.6416
116,0.5264,0.6449
117,0.5303,0.6439
117,0.5265,0.6435
118,0.5261,0.6418
119,0.5285,0.6422
120,0.5278,0.6422
121,0.5311,0.6420
122,0.5317,0.6415
123,0.5274,0.6413
124,0.5253,0.6441
125,0.5244,0.6433
126,0.5268,0.6418
127,0.5269,0.6433
128,0.5298,0.6414
129,0.5298,0.6429
130,0.5263,0.6427
131,0.5247,0.6434
132,0.5277,0.6422
133,0.5245,0.6416
134,0.5259,0.6415
135,0.5241,0.6423
136,0.5270,0.6420
137,0.5238,0.6444
138,0.5258,0.6421
139,0.5276,0.6430
140,0.5219,0.6420
141,0.5287,0.6419
142,0.5265,0.6439
143,0.5262,0.6421
144,0.5289,0.6419
145,0.5269,0.6416
146,0.5280,0.6416
147,0.5289,0.6419
148,0.5245,0.6412
149,0.5278,0.6422
150,0.5242,0.6440
151,0.5265,0.6442
152,0.5260,0.6423
153,0.5282,0.6417
154,0.5282,0.6414
155,0.5271,0.6420
156,0.5301,0.6416
157,0.5298,0.6414
158,0.5295,0.6446
159,0.5271,0.6424
160,0.5246,0.6416
161,0.5250,0.6407
162,0.5246,0.6416
163,0.5260,0.6422
164,0.5273,0.6414
165,0.5282,0.6409
166,0.5266,0.6426
167,0.5232,0.6426
168,0.5306,0.6418
169,0.5311,0.6436
170,0.5288,0.6413
171,0.5252,0.6404
172,0.5284,0.6411
173,0.5233,0.6405
174,0.5241,0.6410
175,0.5251,0.6423
176,0.5318,0.6401
177,0.5299,0.6432
178,0.5212,0.6410
179,0.5334,0.6413
180,0.5281,0.6403
181,0.5243,0.6411
182,0.5274,0.6406
183,0.5261,0.6413
184,0.5246,0.6421
185,0.5288,0.6412
186,0.5299,0.6406
187,0.5246,0.6415
188,0.5241,0.6413
189,0.5249,0.6401
190,0.5230,0.6407
191,0.5254,0.6403
192,0.5282,0.6406
193,0.5248,0.6418
194,0.5280,0.6432
195,0.5257,0.6423
196,0.5294,0.6419
197,0.5261,0.6422
198,0.5292,0.6418
199,0.5278,0.6420
200,0.5320,0.6422
201,0.5276,0.6470
202,0.5238,0.6422
203,0.5259,0.6410
204,0.5271,0.6423
205,0.5271,0.6406
206,0.5309,0.6415
207,0.5254,0.6418
