epoch,train_loss,valid_loss
1,1.2563,1.0192
2,0.9584,1.0015
3,0.9437,0.9736
4,0.9393,0.9899
5,0.9254,0.9498
6,0.9141,0.9699
7,0.9143,0.9555
8,0.9065,0.9483
9,0.9147,0.9533
10,0.9194,0.9398
11,0.9189,0.9566
12,0.9079,0.9251
13,0.8923,0.9354
14,0.9176,0.9444
15,0.8993,0.9380
16,0.9066,0.9414
17,0.9124,0.9088
18,0.9048,0.9132
19,0.9055,0.9298
20,0.8986,0.9385
21,0.8940,0.9096
22,0.9034,0.9302
23,0.8954,0.9191
24,0.8938,0.9209
25,0.8958,0.9240
26,0.8951,0.9506
27,0.8895,0.9067
28,0.8938,0.9190
29,0.8871,0.9179
30,0.8911,0.9077
31,0.8903,0.9211
32,0.8915,0.9067
33,0.8821,0.9199
34,0.8866,0.8872
35,0.8889,0.9377
36,0.8941,0.9190
37,0.8847,0.9003
38,0.8980,0.9188
39,0.8797,0.9183
40,0.8949,0.9314
41,0.8836,0.9125
42,0.8854,0.9101
43,0.8922,0.9332
44,0.8888,0.9102
45,0.8873,0.9032
46,0.8822,0.9101
47,0.8898,0.9144
48,0.8852,0.9232
49,0.8867,0.9197
50,0.8874,0.9266
51,0.8829,0.8977
52,0.8824,0.8965
53,0.8876,0.9121
54,0.8827,0.9024
55,0.8836,0.9066
56,0.8818,0.9065
57,0.8738,0.9057
58,0.8792,0.9093
59,0.8818,0.8895
60,0.8815,0.9035
61,0.8824,0.9030
62,0.8787,0.9054
63,0.8788,0.8949
64,0.8893,0.9018
65,0.8835,0.8924
66,0.8815,0.9208
67,0.8801,0.9009
68,0.8814,0.9028
69,0.8882,0.8799
70,0.8858,0.8920
71,0.8829,0.9018
72,0.8913,0.8902
73,0.8794,0.9098
74,0.8795,0.8958
75,0.8784,0.9110
76,0.8844,0.9073
77,0.8771,0.8952
78,0.8845,0.9181
79,0.8792,0.9068
80,0.8742,0.8989
81,0.8897,0.8974
82,0.8729,0.8887
83,0.8735,0.8937
84,0.8667,0.8926
85,0.8742,0.8960
86,0.8790,0.8930
87,0.8745,0.8846
88,0.8688,0.8865
89,0.8727,0.8849
90,0.8653,0.8915
91,0.8841,0.8839
92,0.8710,0.8804
93,0.8684,0.8810
94,0.8785,0.8969
95,0.8768,0.8899
96,0.8752,0.8972
97,0.8824,0.8869
98,0.8765,0.8944
99,0.8705,0.8963
100,0.8667,0.8912
101,0.8711,0.8862
102,0.8824,0.8895
103,0.8683,0.8927
104,0.8738,0.8922
105,0.8760,0.8979
106,0.8788,0.8845
107,0.8789,0.8998
108,0.8709,0.9000
109,0.8756,0.8857
110,0.8766,0.8975
111,0.8706,0.8939
