epoch,train_loss,valid_loss
1,1.2126,1.0276
2,0.9455,0.9837
3,0.9532,1.0057
4,0.9295,1.0223
5,0.9174,0.9800
6,0.9124,0.9795
7,0.9199,0.9200
8,0.9097,0.9817
9,0.9074,0.9863
10,0.8997,0.9443
11,0.8962,0.9664
12,0.9003,0.9754
13,0.8898,0.9972
14,0.9001,0.9601
15,0.9001,0.9946
16,0.8921,1.0155
17,0.9073,0.9409
18,0.8911,0.9602
19,0.9011,0.9513
20,0.8819,0.9377
21,0.8907,0.9399
22,0.8882,0.9545
23,0.8937,0.9559
24,0.8940,0.9333
25,0.8874,0.9475
26,0.8954,0.9407
27,0.8842,0.9267
28,0.8788,0.9247
29,0.8760,0.9616
30,0.8892,0.9414
31,0.8883,0.9432
32,0.8798,0.9541
33,0.9100,0.9523
34,0.8893,0.9360
35,0.8904,0.9658
36,0.8957,0.9190
37,0.8816,0.9364
38,0.8934,0.9397
39,0.8898,0.9175
40,0.8803,0.9280
41,0.8926,0.9255
42,0.8836,0.9178
43,0.8798,0.9184
44,0.8914,0.9397
45,0.8998,0.9438
46,0.8887,0.9338
47,0.8819,0.9578
48,0.8807,0.9745
49,0.8819,0.9791
50,0.8824,0.9094
51,0.8910,0.9426
52,0.9007,0.9496
53,0.8848,0.9434
